chr,start,stop,gene_symbol,strand,mendelian_disease_group
6,16299342,16761721,ATXN1,-,Monogenic_AMD
6,35465650,35480647,TULP1,-,Monogenic_AMD
6,42664332,42690358,PRPH2,-,Monogenic_AMD
6,43737945,43754223,VEGFA,+,Monogenic_AMD
6,80624528,80657315,ELOVL4,-,Monogenic_AMD
6,143743968,143771841,ADAT2,-,Monogenic_AMD
7,40172341,40174251,MPLKIP,-,Monogenic_AMD
7,100318422,100321323,EPO,+,Monogenic_AMD
7,127881330,127897682,LEP,+,Monogenic_AMD
7,128032330,128050036,IMPDH1,-,Monogenic_AMD
7,150688143,150711687,NOS3,+,Monogenic_AMD
8,10463859,10512617,RP1L1,-,Monogenic_AMD
8,55528626,55543394,RP1,+,Monogenic_AMD
8,87586162,87755903,CNGB3,-,Monogenic_AMD
8,128748314,128753680,MYC,+,Monogenic_AMD
9,2621792,2654485,VLDLR,+,Monogenic_AMD
9,2717525,2730037,KCNV2,+,Monogenic_AMD
9,130577290,130617052,ENG,-,Monogenic_AMD
1,2985741,3355185,PRDM16,+,Monogenic_Diabetes
1,11166587,11322608,MTOR,-,Monogenic_Diabetes
1,11994723,12035599,PLOD1,+,Monogenic_Diabetes
1,26126666,26144713,SELENON,+,Monogenic_Diabetes
1,27237974,27240567,NR0B2,-,Monogenic_Diabetes
1,31342312,31381480,SDC3,-,Monogenic_Diabetes
1,40723721,40759856,ZMPSTE24,+,Monogenic_Diabetes
1,43391045,43424847,SLC2A1,-,Monogenic_Diabetes
1,53662100,53679869,CPT2,+,Monogenic_Diabetes
1,65886130,66103176,LEPR,+,Monogenic_Diabetes
1,113454469,113498975,SLC16A1,-,Monogenic_Diabetes
1,119957742,119965662,HSD3B2,+,Monogenic_Diabetes
1,154134288,154164611,TPM3,-,Monogenic_Diabetes
1,155204238,155214653,GBA,-,Monogenic_Diabetes
1,156084460,156109880,LMNA,+,Monogenic_Diabetes
1,169433148,169455208,SLC19A2,-,Monogenic_Diabetes
1,204372491,204380944,PPP1R15B,-,Monogenic_Diabetes
1,209878135,209908295,HSD11B1,+,Monogenic_Diabetes
1,223282747,223316624,TLR5,-,Monogenic_Diabetes
1,229566992,229569843,ACTA1,-,Monogenic_Diabetes
1,247579457,247612406,NLRP3,+,Monogenic_Diabetes
10,23481459,23483181,PTF1A,+,Monogenic_Diabetes
10,27293044,27389427,ANKRD26,-,Monogenic_Diabetes
10,50662525,50747169,ERCC6,-,Monogenic_Diabetes
10,71331790,71333210,NEUROG3,-,Monogenic_Diabetes
10,73079009,73123147,SLC29A3,+,Monogenic_Diabetes
10,88809958,88854776,GLUD1,-,Monogenic_Diabetes
10,89623194,89728532,PTEN,+,Monogenic_Diabetes
10,94352824,94415152,KIF11,+,Monogenic_Diabetes
10,95351592,95360993,RBP4,-,Monogenic_Diabetes
10,118305427,118327367,PNLIP,+,Monogenic_Diabetes
11,532241,535550,HRAS,-,Monogenic_Diabetes
11,818900,825571,PNPLA2,+,Monogenic_Diabetes
11,17406795,17410206,KCNJ11,-,Monogenic_Diabetes
11,17414431,17498449,ABCC8,-,Monogenic_Diabetes
11,45907046,45928016,MAPK8IP1,+,Monogenic_Diabetes
11,62457733,62475179,BSCL2,-,Monogenic_Diabetes
11,65769549,65771617,BANF1,+,Monogenic_Diabetes
11,71935881,71950188,INPPL1,+,Monogenic_Diabetes
11,73711325,73720282,UCP3,-,Monogenic_Diabetes
11,107578100,107582787,SLN,-,Monogenic_Diabetes
11,108093558,108239826,ATM,+,Monogenic_Diabetes
11,116706468,116708338,APOA1,-,Monogenic_Diabetes
12,12870301,12875305,CDKN1B,+,Monogenic_Diabetes
12,21950323,22089628,ABCC9,-,Monogenic_Diabetes
12,26488284,26986131,ITPR2,-,Monogenic_Diabetes
12,48499655,48540187,PFKM,+,Monogenic_Diabetes
12,58141509,58146230,CDK4,-,Monogenic_Diabetes
12,100897137,100957645,NR1H4,+,Monogenic_Diabetes
12,102811453,102874378,IGF1,-,Monogenic_Diabetes
12,111890017,112037480,ATXN2,-,Monogenic_Diabetes
12,112856535,112947717,PTPN11,+,Monogenic_Diabetes
12,121416548,121440314,HNF1A,+,Monogenic_Diabetes
13,28494167,28500451,PDX1,+,Monogenic_Diabetes
13,41129800,41240734,FOXO1,-,Monogenic_Diabetes
13,75858808,76056250,TBC1D4,-,Monogenic_Diabetes
13,96329392,96447243,DNAJC3,+,Monogenic_Diabetes
13,110406183,110438914,IRS2,-,Monogenic_Diabetes
15,23930553,23932450,NDN,-,Monogenic_Diabetes
15,25101697,25223729,SNRPN,+,Monogenic_Diabetes
15,51500253,51630795,CYP19A1,-,Monogenic_Diabetes
15,55495163,55563107,RAB27A,-,Monogenic_Diabetes
15,58724174,58861073,LIPC,+,Monogenic_Diabetes
15,66679210,66783882,MAP2K1,+,Monogenic_Diabetes
15,72978519,73030817,BBS4,+,Monogenic_Diabetes
15,90207599,90222648,PLIN1,-,Monogenic_Diabetes
15,91260578,91358686,BLM,+,Monogenic_Diabetes
15,99192760,99507759,IGF1R,+,Monogenic_Diabetes
16,226678,227520,HBA1,+,Monogenic_Diabetes
16,1840413,1843734,IGFALS,-,Monogenic_Diabetes
16,8891669,8943194,PMM2,+,Monogenic_Diabetes
16,28889808,28915830,ATP2A1,+,Monogenic_Diabetes
16,56995834,57017756,CETP,+,Monogenic_Diabetes
16,67516473,67517716,AGRP,-,Monogenic_Diabetes
16,68771194,68869444,CDH1,+,Monogenic_Diabetes
16,83932729,83949787,MLYCD,+,Monogenic_Diabetes
16,86600856,86602537,FOXC2,+,Monogenic_Diabetes
17,3539761,3566397,CTNS,+,Monogenic_Diabetes
17,7571719,7590868,TP53,-,Monogenic_Diabetes
17,32582295,32584220,CCL2,+,Monogenic_Diabetes
17,36046433,36105096,HNF1B,-,Monogenic_Diabetes
17,40465342,40540513,STAT3,-,Monogenic_Diabetes
17,40554466,40575338,CAVIN1,-,Monogenic_Diabetes
17,57059999,57184266,TRIM37,-,Monogenic_Diabetes
17,61554421,61575741,ACE,+,Monogenic_Diabetes
17,61994562,61996198,GH1,-,Monogenic_Diabetes
17,79762009,79771889,GCGR,+,Monogenic_Diabetes
18,2916991,3011945,LPIN2,-,Monogenic_Diabetes
18,19749403,19782491,GATA6,+,Monogenic_Diabetes
18,58038563,58040001,MC4R,-,Monogenic_Diabetes
19,1205797,1228434,STK11,+,Monogenic_Diabetes
19,7112265,7294011,INSR,-,Monogenic_Diabetes
19,8429010,8439257,ANGPTL4,+,Monogenic_Diabetes
19,40736223,40791302,AKT2,-,Monogenic_Diabetes
19,41836811,41859831,TGFB1,-,Monogenic_Diabetes
19,42905665,42931578,LIPE,-,Monogenic_Diabetes
19,46268042,46272497,SIX5,-,Monogenic_Diabetes
19,46272975,46285815,DMPK,-,Monogenic_Diabetes
19,49471381,49496610,GYS1,-,Monogenic_Diabetes
19,50194364,50216988,CPT1C,+,Monogenic_Diabetes
19,50887579,50921275,POLD1,+,Monogenic_Diabetes
2,10183681,10194963,KLF11,+,Monogenic_Diabetes
2,11817704,11967533,LPIN1,+,Monogenic_Diabetes
2,25962252,26101312,ASXL2,-,Monogenic_Diabetes
2,27719705,27746550,GCKR,+,Monogenic_Diabetes
2,44502596,44547962,SLC3A1,+,Monogenic_Diabetes
2,48010220,48034092,MSH6,+,Monogenic_Diabetes
2,73612885,73837046,ALMS1,+,Monogenic_Diabetes
2,86066270,86116157,ST3GAL5,-,Monogenic_Diabetes
2,88856258,88927094,EIF2AK3,-,Monogenic_Diabetes
2,113885137,113891593,IL1RN,+,Monogenic_Diabetes
2,182540832,182545392,NEUROD1,-,Monogenic_Diabetes
2,227596032,227663506,IRS1,-,Monogenic_Diabetes
2,241526132,241538526,CAPN10,+,Monogenic_Diabetes
20,10385427,10414887,MKKS,-,Monogenic_Diabetes
20,23583046,23586610,CST9,-,Monogenic_Diabetes
20,32848170,32857148,ASIP,+,Monogenic_Diabetes
20,42984440,43036115,HNF4A,+,Monogenic_Diabetes
20,45338278,45364985,SLC2A10,+,Monogenic_Diabetes
20,48120410,48184707,PTGIS,-,Monogenic_Diabetes
20,54823787,54824871,MC3R,+,Monogenic_Diabetes
20,57414794,57486250,GNAS,+,Monogenic_Diabetes
21,27252860,27543138,APP,-,Monogenic_Diabetes
22,46731297,46753237,TRMU,+,Monogenic_Diabetes
3,4535031,4889524,ITPR1,+,Monogenic_Diabetes
3,8775485,8788451,CAV3,+,Monogenic_Diabetes
3,9791627,9799089,OGG1,+,Monogenic_Diabetes
3,9908393,9921938,CIDEC,-,Monogenic_Diabetes
3,12393000,12475855,PPARG,+,Monogenic_Diabetes
3,97483594,97517373,ARL6,+,Monogenic_Diabetes
3,132399452,132441303,NPHP3,-,Monogenic_Diabetes
3,148415657,148460790,AGTR1,+,Monogenic_Diabetes
3,170714136,170744768,SLC2A2,-,Monogenic_Diabetes
3,178866310,178952497,PIK3CA,+,Monogenic_Diabetes
3,184908411,184971886,EHHADH,-,Monogenic_Diabetes
3,186560462,186576252,ADIPOQ,+,Monogenic_Diabetes
3,196433147,196439123,CEP19,-,Monogenic_Diabetes
4,2845583,2931802,ADD1,+,Monogenic_Diabetes
4,6271576,6304992,WFS1,+,Monogenic_Diabetes
4,100467863,100485189,TRMT10A,-,Monogenic_Diabetes
4,100485239,100545154,MTTP,+,Monogenic_Diabetes
4,103422485,103538459,NFKB1,+,Monogenic_Diabetes
5,42423876,42721980,GHR,+,Monogenic_Diabetes
5,67511583,67597649,PIK3R1,+,Monogenic_Diabetes
5,79950466,80172634,MSH3,+,Monogenic_Diabetes
5,82373316,82649579,XRCC4,+,Monogenic_Diabetes
5,95726039,95768985,PCSK1,-,Monogenic_Diabetes
5,142657495,142784045,NR3C1,-,Monogenic_Diabetes
5,149109814,149234585,PPARGC1B,+,Monogenic_Diabetes
6,12290528,12297427,EDN1,+,Monogenic_Diabetes
6,29640168,29644931,ZFP57,-,Monogenic_Diabetes
6,35465650,35480647,TULP1,-,Monogenic_Diabetes
6,43737945,43754223,VEGFA,+,Monogenic_Diabetes
6,100836749,100911811,SIM1,-,Monogenic_Diabetes
6,117198375,117253326,RFX6,+,Monogenic_Diabetes
6,132129155,132216295,ENPP1,+,Monogenic_Diabetes
6,152128453,152424408,ESR1,+,Monogenic_Diabetes
7,22766765,22771621,IL6,+,Monogenic_Diabetes
7,44183869,44198887,GCK,-,Monogenic_Diabetes
7,80275644,80303734,CD36,+,Monogenic_Diabetes
7,94927668,94953884,PON1,-,Monogenic_Diabetes
7,113516881,113559082,PPP1R3A,-,Monogenic_Diabetes
7,116164838,116201239,CAV1,+,Monogenic_Diabetes
7,117120016,117308718,CFTR,+,Monogenic_Diabetes
7,127250345,127255780,PAX4,-,Monogenic_Diabetes
7,127881330,127897682,LEP,+,Monogenic_Diabetes
7,150750898,150755052,CDK5,-,Monogenic_Diabetes
8,11351520,11422108,BLK,+,Monogenic_Diabetes
8,17721899,17753047,FGL1,-,Monogenic_Diabetes
8,19796581,19824770,LPL,+,Monogenic_Diabetes
8,27348518,27402439,EPHX2,+,Monogenic_Diabetes
8,30890777,31031277,WRN,+,Monogenic_Diabetes
8,42128819,42190171,IKBKB,+,Monogenic_Diabetes
8,65508528,65711348,CYP7B1,-,Monogenic_Diabetes
8,100025493,100889814,VPS13B,+,Monogenic_Diabetes
8,126104082,126379367,NSMCE2,+,Monogenic_Diabetes
9,33384947,33402517,AQP7,-,Monogenic_Diabetes
9,71650478,71693993,FXN,+,Monogenic_Diabetes
9,97365420,97401923,FBP1,-,Monogenic_Diabetes
9,131102838,131123749,SLC27A4,+,Monogenic_Diabetes
9,139567594,139581911,AGPAT2,-,Monogenic_Diabetes
9,140513443,140730578,EHMT1,+,Monogenic_Diabetes
1,7844713,7905237,PER3,+,Neurologic_Disorder
1,11166587,11322608,MTOR,-,Neurologic_Disorder
1,11845786,11866160,MTHFR,-,Neurologic_Disorder
1,20959947,20978004,PINK1,+,Neurologic_Disorder
1,33352097,33360247,HPCA,+,Neurologic_Disorder
1,40538381,40563142,PPT1,-,Neurologic_Disorder
1,43391045,43424847,SLC2A1,-,Neurologic_Disorder
1,45965855,45976739,MMACHC,+,Neurologic_Disorder
1,103342022,103574052,COL11A1,-,Neurologic_Disorder
1,112318453,112531777,KCND3,-,Neurologic_Disorder
1,120454175,120612317,NOTCH2,-,Neurologic_Disorder
1,147228331,147232714,GJA5,-,Neurologic_Disorder
1,155158299,155162706,MUC1,-,Neurologic_Disorder
1,155204238,155214653,GBA,-,Neurologic_Disorder
1,155579960,155584758,MSTO1,+,Neurologic_Disorder
1,159175048,159176290,ACKR1,+,Neurologic_Disorder
1,160085519,160113374,ATP1A2,+,Neurologic_Disorder
1,167399876,167487847,CD247,-,Neurologic_Disorder
1,171060017,171086959,FMO3,+,Neurologic_Disorder
1,180601145,180859415,XPR1,+,Neurologic_Disorder
1,209878135,209908295,HSD11B1,+,Neurologic_Disorder
1,215796235,216596738,USH2A,-,Neurologic_Disorder
1,227058272,227083804,PSEN2,+,Neurologic_Disorder
10,43572516,43625797,RET,+,Neurologic_Disorder
10,89623194,89728532,PTEN,+,Neurologic_Disorder
10,95517565,95557916,LGI1,+,Neurologic_Disorder
10,100175954,100206704,HPS1,-,Neurologic_Disorder
10,101468504,101492423,COX15,-,Neurologic_Disorder
10,102747292,102754158,TWNK,+,Neurologic_Disorder
10,102767439,102790914,PDZD7,-,Neurologic_Disorder
11,532241,535550,HRAS,-,Neurologic_Disorder
11,637304,640705,DRD4,+,Neurologic_Disorder
11,2185158,2193035,TH,-,Neurologic_Disorder
11,27676441,27722600,BDNF,-,Neurologic_Disorder
11,31531296,31805329,ELP4,+,Neurologic_Disorder
11,31806339,31839509,PAX6,-,Neurologic_Disorder
11,62457733,62475179,BSCL2,-,Neurologic_Disorder
11,66330934,66336047,CTSF,-,Neurologic_Disorder
11,67250504,67258579,AIP,+,Neurologic_Disorder
11,76839309,76926286,MYO7A,+,Neurologic_Disorder
11,85955805,85989785,EED,+,Neurologic_Disorder
11,108093558,108239826,ATM,+,Neurologic_Disorder
11,111652918,111742305,ALG9,-,Neurologic_Disorder
11,116706468,116708338,APOA1,-,Neurologic_Disorder
11,118443101,118473747,ARCN1,+,Neurologic_Disorder
11,118955586,118964259,HMBS,+,Neurologic_Disorder
12,2162415,2807115,CACNA1C,+,Neurologic_Disorder
12,13714409,14133022,GRIN2B,-,Neurologic_Disorder
12,39687029,39837192,KIF21A,-,Neurologic_Disorder
12,40618812,40763086,LRRK2,+,Neurologic_Disorder
12,48366747,48398285,COL2A1,-,Neurologic_Disorder
12,49412757,49449107,KMT2D,-,Neurologic_Disorder
12,68548549,68553521,IFNG,-,Neurologic_Disorder
12,103232103,103311381,PAH,-,Neurologic_Disorder
12,103351451,103354294,ASCL1,+,Neurologic_Disorder
12,110972236,111021064,PPTC7,-,Neurologic_Disorder
12,124196864,124246301,ATP6V0A2,+,Neurologic_Disorder
13,47405676,47471211,HTR2A,-,Neurologic_Disorder
13,84451342,84456528,SLITRK1,-,Neurologic_Disorder
13,102373204,103054124,FGF14,-,Neurologic_Disorder
13,110801309,110959496,COL4A1,-,Neurologic_Disorder
14,23881946,23904870,MYH7,-,Neurologic_Disorder
14,55308723,55369542,GCH1,-,Neurologic_Disorder
14,73603142,73690399,PSEN1,+,Neurologic_Disorder
14,92524895,92572965,ATXN3,-,Neurologic_Disorder
14,94770584,94789688,SERPINA6,-,Neurologic_Disorder
15,23888695,23892993,MAGEL2,-,Neurologic_Disorder
15,45003684,45010357,B2M,+,Neurologic_Disorder
15,67493012,67547074,AAGAB,-,Neurologic_Disorder
15,68499329,68522080,CLN6,-,Neurologic_Disorder
15,72635777,72668520,HEXA,-,Neurologic_Disorder
15,89859535,89878026,POLG,-,Neurologic_Disorder
16,222845,223709,HBA2,+,Neurologic_Disorder
16,1560427,1662109,IFT140,-,Neurologic_Disorder
16,2097989,2138713,TSC2,+,Neurologic_Disorder
16,9847264,10276263,GRIN2A,-,Neurologic_Disorder
16,28488599,28503623,CLN3,-,Neurologic_Disorder
16,31470316,31478488,ARMC5,+,Neurologic_Disorder
16,77316024,77469011,ADAMTS18,-,Neurologic_Disorder
16,84043388,84075762,SLC38A8,-,Neurologic_Disorder
16,87636492,87731761,JPH3,+,Neurologic_Disorder
17,15902693,15932723,TTC19,+,Neurologic_Disorder
17,17584786,17714765,RAI1,+,Neurologic_Disorder
17,29421944,29704695,NF1,+,Neurologic_Disorder
17,29718641,29865232,RAB11FIP4,+,Neurologic_Disorder
17,40336077,40337470,HCRT,-,Neurologic_Disorder
17,40714091,40718299,COASY,+,Neurologic_Disorder
17,42325757,42345502,SLC4A1,-,Neurologic_Disorder
17,42982993,42992920,GFAP,-,Neurologic_Disorder
17,43971747,44105699,MAPT,+,Neurologic_Disorder
17,48423392,48438512,XYLT2,+,Neurologic_Disorder
17,48638428,48704832,CACNA1G,+,Neurologic_Disorder
17,64298925,64806862,PRKCA,+,Neurologic_Disorder
17,66507920,66529570,PRKAR1A,+,Neurologic_Disorder
17,68165675,68176183,KCNJ2,+,Neurologic_Disorder
17,75277491,75496678,SEPT9,+,Neurologic_Disorder
17,80200536,80231594,CSNK1D,-,Neurologic_Disorder
18,29171729,29178986,TTR,+,Neurologic_Disorder
18,52889561,53303188,TCF4,-,Neurologic_Disorder
18,52889561,53303188,TCF7L2,-,Neurologic_Disorder
18,58038563,58040001,MC4R,-,Neurologic_Disorder
19,3630178,3700477,PIP5K1C,-,Neurologic_Disorder
19,10244021,10305755,DNMT1,-,Neurologic_Disorder
19,11309968,11373168,DOCK6,-,Neurologic_Disorder
19,13317255,13617274,CACNA1A,-,Neurologic_Disorder
19,14202506,14228559,PRKACA,-,Neurologic_Disorder
19,15270443,15311792,NOTCH3,-,Neurologic_Disorder
19,30189792,30206452,C19orf12,-,Neurologic_Disorder
19,41497203,41524301,CYP2B6,+,Neurologic_Disorder
19,42470733,42498428,ATP1A3,-,Neurologic_Disorder
19,45409038,45412650,APOE,+,Neurologic_Disorder
19,47341422,47354203,AP2S1,-,Neurologic_Disorder
19,54385466,54410901,PRKCG,+,Neurologic_Disorder
2,3649495,3692234,COLEC11,+,Neurologic_Disorder
2,32288679,32382706,SPAST,+,Neurologic_Disorder
2,74588280,74607482,DCTN1,-,Neurologic_Disorder
2,85771977,85788657,GGCX,-,Neurologic_Disorder
2,145141941,145277958,ZEB2,-,Neurologic_Disorder
2,152689285,152955593,CACNB4,-,Neurologic_Disorder
2,166845669,166930180,SCN1A,-,Neurologic_Disorder
2,178487976,178937482,PDE11A,-,Neurologic_Disorder
2,207804277,207834198,CPO,+,Neurologic_Disorder
2,207804277,207834198,CPOX,+,Neurologic_Disorder
2,219745254,219758651,WNT10A,+,Neurologic_Disorder
2,233385172,233390425,PRSS56,+,Neurologic_Disorder
2,233404436,233411113,CHRNG,+,Neurologic_Disorder
2,239152678,239197207,PER2,-,Neurologic_Disorder
2,242792032,242801058,PDCD1,-,Neurologic_Disorder
20,2276612,2321725,TGM3,+,Neurologic_Disorder
20,3869741,3904502,PANK2,+,Neurologic_Disorder
20,18004795,18038521,OVOL2,-,Neurologic_Disorder
20,23583046,23586610,CST9,-,Neurologic_Disorder
20,30407177,30422500,MYLK2,+,Neurologic_Disorder
20,33516235,33543601,GSS,-,Neurologic_Disorder
20,33516235,33543601,PRNP,-,Neurologic_Disorder
20,44637546,44645200,MMP9,+,Neurologic_Disorder
20,44650328,44688789,SLC12A5,+,Neurologic_Disorder
20,57414794,57486250,GNAS,+,Neurologic_Disorder
20,57875498,57901047,EDN3,+,Neurologic_Disorder
20,62289162,62328544,RTEL1,+,Neurologic_Disorder
20,62526454,62567384,DNAJC5,+,Neurologic_Disorder
21,34001068,34100351,SYNJ1,-,Neurologic_Disorder
21,44473300,44496472,CBS,-,Neurologic_Disorder
22,19744225,19754855,TBX1,+,Neurologic_Disorder
22,23522551,23660224,BCR,+,Neurologic_Disorder
22,37447778,37459430,KCTD17,+,Neurologic_Disorder
22,38507501,38577761,PLA2G6,-,Neurologic_Disorder
22,39619684,39640957,PDGFB,-,Neurologic_Disorder
22,42522500,42526883,CYP2D6,-,Neurologic_Disorder
22,46067677,46241187,ATXN10,+,Neurologic_Disorder
22,51113069,51171640,SHANK3,+,Neurologic_Disorder
3,3168599,3190706,TRNT1,+,Neurologic_Disorder
3,8775485,8788451,CAV3,+,Neurologic_Disorder
3,46899356,46904973,MYL3,-,Neurologic_Disorder
3,52485106,52488057,TNNC1,-,Neurologic_Disorder
3,121903180,122005344,CASR,+,Neurologic_Disorder
3,128598332,128631957,ACAD9,+,Neurologic_Disorder
3,150601486,150659548,CLRN1,-,Neurologic_Disorder
3,176738541,176915048,TBL1XR1,-,Neurologic_Disorder
3,186951869,187009810,MASP1,-,Neurologic_Disorder
3,189349215,189615068,TP63,+,Neurologic_Disorder
4,3076407,3245687,HTT,+,Neurologic_Disorder
4,3076407,3245687,SLC6A4,+,Neurologic_Disorder
4,6271576,6304992,WFS1,+,Neurologic_Disorder
4,41746098,41750987,PHOX2B,-,Neurologic_Disorder
4,71494460,71512536,ENAM,+,Neurologic_Disorder
4,90645249,90759447,SNCA,-,Neurologic_Disorder
4,93225549,94693649,GRID2,+,Neurologic_Disorder
4,100799494,100815703,LAMTOR3,-,Neurologic_Disorder
4,103790134,103813963,CISD2,+,Neurologic_Disorder
4,148402068,148466106,EDNRA,+,Neurologic_Disorder
4,186064416,186071538,SLC25A4,+,Neurologic_Disorder
5,33987090,34008220,AMACR,-,Neurologic_Disorder
5,37812778,37835929,GDNF,-,Neurologic_Disorder
5,67511583,67597649,PIK3R1,+,Neurologic_Disorder
5,70883114,70954530,MCCC2,+,Neurologic_Disorder
5,77298149,77590579,AP3B1,-,Neurologic_Disorder
5,126112314,126172712,LMNB1,+,Neurologic_Disorder
5,142657495,142784045,NR3C1,-,Neurologic_Disorder
5,145969066,146258348,PPP2R2B,-,Neurologic_Disorder
5,148206155,148208197,ADRB2,+,Neurologic_Disorder
5,149432853,149492935,CSF1R,-,Neurologic_Disorder
5,149493401,149535422,PDGFRB,-,Neurologic_Disorder
5,176047209,176057557,SNCB,-,Neurologic_Disorder
6,13305183,13328787,TBC1D7,-,Neurologic_Disorder
6,15523031,15663289,DTNBP1,-,Neurologic_Disorder
6,27833106,27833576,HIST1H2AL,+,Neurologic_Disorder
6,32627240,32634466,HLA-DQB1,-,Neurologic_Disorder
6,32812985,32821748,TAP1,-,Neurologic_Disorder
6,35541361,35656719,FKBP5,-,Neurologic_Disorder
6,44266462,44281063,AARS2,-,Neurologic_Disorder
6,72596405,73112845,RIMS1,+,Neurologic_Disorder
6,132129155,132216295,ENPP1,+,Neurologic_Disorder
6,146348781,146758734,GRM1,+,Neurologic_Disorder
6,170863420,170881958,TBP,+,Neurologic_Disorder
7,192968,300740,FAM20C,+,Neurologic_Disorder
7,45614124,45762714,ADCY1,+,Neurologic_Disorder
7,56169265,56174187,CHCHD2,-,Neurologic_Disorder
7,94214535,94285521,SGCE,-,Neurologic_Disorder
7,127881330,127897682,LEP,+,Neurologic_Disorder
7,148936741,148952700,ZNF212,+,Neurologic_Disorder
8,10463859,10512617,RP1L1,-,Neurologic_Disorder
8,38268655,38325363,FGFR1,-,Neurologic_Disorder
8,42273979,42396655,SLC20A2,-,Neurologic_Disorder
8,66933790,67012755,DNAJC5B,+,Neurologic_Disorder
8,72933485,72987819,TRPA1,-,Neurologic_Disorder
8,103216728,103251059,RRM2B,-,Neurologic_Disorder
8,118811601,119124058,EXT1,-,Neurologic_Disorder
8,119935795,119964383,TNFRSF11B,-,Neurologic_Disorder
8,120079423,120119202,COLEC10,+,Neurologic_Disorder
8,145106166,145115584,OPLAH,-,Neurologic_Disorder
9,27546542,27573491,C9orf72,-,Neurologic_Disorder
9,71650478,71693993,FXN,+,Neurologic_Disorder
9,79792360,80032399,VPS13A,+,Neurologic_Disorder
9,94972489,95056038,IARS,-,Neurologic_Disorder
9,111629799,111696608,ELP1,-,Neurologic_Disorder
9,130374485,130454995,STXBP1,+,Neurologic_Disorder
9,132575220,132586441,TOR1A,-,Neurologic_Disorder
9,135766734,135820020,TSC1,-,Neurologic_Disorder
9,138594030,138684993,KCNT1,+,Neurologic_Disorder
9,140033608,140063214,GRIN1,+,Neurologic_Disorder
9,140772240,141019076,CACNA1B,+,Neurologic_Disorder
1,33087306,33116185,ZBTB8OS,-,Positive_Mood_Disorder
1,111145775,111148975,KCNA2,-,Positive_Mood_Disorder
1,112318453,112531777,KCND3,-,Positive_Mood_Disorder
1,114437370,114447525,AP4B1,-,Positive_Mood_Disorder
1,153777202,153895451,GATAD2B,-,Positive_Mood_Disorder
1,156830670,156851642,NTRK1,+,Positive_Mood_Disorder
1,224572844,224622001,WDR26,-,Positive_Mood_Disorder
10,18429605,18830688,CACNB2,+,Positive_Mood_Disorder
10,43572516,43625797,RET,+,Positive_Mood_Disorder
11,532241,535550,HRAS,-,Positive_Mood_Disorder
11,637304,640705,DRD4,+,Positive_Mood_Disorder
11,644224,695740,DEAF1,-,Positive_Mood_Disorder
11,3876932,4114440,STIM1,+,Positive_Mood_Disorder
12,2162415,2807115,CACNA1C,+,Positive_Mood_Disorder
12,51985019,52206648,SCN8A,+,Positive_Mood_Disorder
12,103232103,103311381,PAH,-,Positive_Mood_Disorder
12,122064454,122079946,ORAI1,+,Positive_Mood_Disorder
12,123717843,123742506,C12orf65,+,Positive_Mood_Disorder
13,47405676,47471211,HTR2A,-,Positive_Mood_Disorder
14,29236277,29239483,FOXG1,+,Positive_Mood_Disorder
14,31494675,31555008,AP4S1,+,Positive_Mood_Disorder
14,73603142,73690399,PSEN1,+,Positive_Mood_Disorder
15,25582395,25684175,UBE3A,-,Positive_Mood_Disorder
15,48700502,48937985,FBN1,-,Positive_Mood_Disorder
15,49030134,49103343,CEP152,-,Positive_Mood_Disorder
15,51200868,51298097,AP4E1,+,Positive_Mood_Disorder
16,87636492,87731761,JPH3,+,Positive_Mood_Disorder
17,42325757,42345502,SLC4A1,-,Positive_Mood_Disorder
17,43971747,44105699,MAPT,+,Positive_Mood_Disorder
17,44107281,44270272,KANSL1,-,Positive_Mood_Disorder
17,62015913,62050278,SCN4A,-,Positive_Mood_Disorder
18,52889561,53303188,TCF4,-,Positive_Mood_Disorder
18,52889561,53303188,TCF7L2,-,Positive_Mood_Disorder
19,13317255,13617274,CACNA1A,-,Positive_Mood_Disorder
19,35521591,35525174,SCN1B,+,Positive_Mood_Disorder
2,145141941,145277958,ZEB2,-,Positive_Mood_Disorder
2,148687965,148779173,ORC4,-,Positive_Mood_Disorder
2,172639914,172750816,SLC25A12,-,Positive_Mood_Disorder
2,200134222,200329831,SATB2,-,Positive_Mood_Disorder
2,202564985,202645895,ALS2,-,Positive_Mood_Disorder
20,33516235,33543601,GSS,-,Positive_Mood_Disorder
20,33516235,33543601,PRNP,-,Positive_Mood_Disorder
20,42740336,42816218,JPH2,-,Positive_Mood_Disorder
20,49551404,49575060,DPM1,-,Positive_Mood_Disorder
21,27252860,27543138,APP,-,Positive_Mood_Disorder
21,33031934,33041243,SOD1,+,Positive_Mood_Disorder
21,35818985,35828107,KCNE1,-,Positive_Mood_Disorder
22,40742503,40762575,ADSL,+,Positive_Mood_Disorder
3,38589552,38674850,SCN5A,-,Positive_Mood_Disorder
3,38738836,38835501,SCN10A,-,Positive_Mood_Disorder
3,38887259,38992052,SCN11A,-,Positive_Mood_Disorder
4,3076407,3245687,HTT,+,Positive_Mood_Disorder
4,3076407,3245687,SLC6A4,+,Positive_Mood_Disorder
4,5564145,5710294,EVC2,-,Positive_Mood_Disorder
4,5712923,5816031,EVC,+,Positive_Mood_Disorder
